Task ID,Occupation,Task,User ID,Date,Self-reported Expertise,Automation Desire Rating,Time,Core Skill Rating,Job Security Rating,Enjoyment Rating,Reasons for Automation Desire - Free Time,Reasons for Automation Desire - Repetitive,Reasons for Automation Desire - Human Error,Reasons for Automation Desire - Stress,Reasons for Automation Desire - Difficulty,Reasons for Automation Desire - Scale,Physical Action Requirement,Interpersonal Communication Requirement,Involved Uncertainty,Domain Expertise Requirement,Human Agency Scale Rating,Reasons for Human Agency - Physical,Reasons for Human Agency - Control,Reasons for Human Agency - Domain Knowledge,Reasons for Human Agency - Empathy,Reasons for Human Agency - Quality Oversight,Reasons for Human Agency - Dynamic,Reasons for Human Agency - Ethical,Other Reason for Automation Desire,Other Reason for Human Agency,Gender,Race,Income,Age,Education,Experience,AI Tedious Work Attitude,AI Job Importance Attitude,AI Daily Interest Attitude,AI Suffering Attitude,Zip Code,Political Affiliation,LLM Familiarity,LLM Use in Work,LLM Usage by Type - Information Access,LLM Usage by Type - Edit,LLM Usage by Type - Idea Generation,LLM Usage by Type - Communication,LLM Usage by Type - Analysis,LLM Usage by Type - Decision,LLM Usage by Type - Coding,LLM Usage by Type - System Design,LLM Usage by Type - Data Processing,Recruitment Source
16167,Information Technology Project Managers,"Assign duties, responsibilities, and spans of authority to project personnel.",f4340410-e0b8-4330-9692-cf172bfe8eae,2025/3/14,Average,2,3,3,4,3,False,False,False,False,False,False,3,4,4,4,4,False,True,True,True,False,False,False,FALSE,,Male,White,86K-165K,35,Master’s Degree,6-10 years,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,64034,Independent,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Weekly,Weekly,Daily,Weekly,Daily,Monthly,Weekly,Prolific
1267,Computer Programmers,Correct errors by making appropriate changes and rechecking the program to ensure that the desired results are produced.,cbede946-9cc8-4573-841c-9f4dd33f3d83,2025/3/15,Expert,1,1,2,2,2,False,False,False,False,False,False,1,1,3,4,1,False,False,False,False,False,False,False,FALSE,FALSE,Male,White,86K-165K,26,Bachelor’s Degree,6-10 years,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Monthly,Weekly,Weekly,Weekly,Daily,Prolific
1272,Computer Programmers,"Perform or direct revision, repair, or expansion of existing programs to increase operating efficiency or adapt to new requirements.",cbede946-9cc8-4573-841c-9f4dd33f3d83,2025/3/15,Expert,1,1,2,2,3,False,False,False,False,False,False,1,4,3,4,3,False,True,True,True,True,True,True,FALSE,You didn't say how competent the AI is.,Male,White,86K-165K,26,Bachelor’s Degree,6-10 years,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Monthly,Weekly,Weekly,Weekly,Daily,Prolific
1270,Computer Programmers,"Write, update, and maintain computer programs or software packages to handle specific jobs such as tracking inventory, storing or retrieving data, or controlling other equipment.",cbede946-9cc8-4573-841c-9f4dd33f3d83,2025/3/15,Expert,1,1,2,2,2,False,False,False,False,False,False,1,2,3,4,1,False,False,False,False,False,False,False,FALSE,FALSE,Male,White,86K-165K,26,Bachelor’s Degree,6-10 years,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Monthly,Weekly,Weekly,Weekly,Daily,Prolific
1276,Computer Programmers,"Prepare detailed workflow charts and diagrams that describe input, output, and logical operation, and convert them into a series of instructions coded in a computer language.",cbede946-9cc8-4573-841c-9f4dd33f3d83,2025/3/15,Expert,1,1,2,2,3,False,False,False,False,False,False,1,2,3,4,1,False,False,False,False,False,False,False,FALSE,FALSE,Male,White,86K-165K,26,Bachelor’s Degree,6-10 years,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Monthly,Weekly,Weekly,Weekly,Daily,Prolific
1269,Computer Programmers,"Compile and write documentation of program development and subsequent revisions, inserting comments in the coded instructions so others can understand the program.",cbede946-9cc8-4573-841c-9f4dd33f3d83,2025/3/15,Expert,1,1,2,2,3,False,False,False,False,False,False,1,3,2,4,1,False,False,False,False,False,False,False,FALSE,FALSE,Male,White,86K-165K,26,Bachelor’s Degree,6-10 years,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Monthly,Weekly,Weekly,Weekly,Daily,Prolific
1274,Computer Programmers,Write or contribute to instructions or manuals to guide end users.,cbede946-9cc8-4573-841c-9f4dd33f3d83,2025/3/15,Expert,1,1,1,1,2,False,False,False,False,False,False,1,2,2,2,1,False,False,False,False,False,False,False,FALSE,FALSE,Male,White,86K-165K,26,Bachelor’s Degree,6-10 years,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Monthly,Weekly,Weekly,Weekly,Daily,Prolific
1279,Computer Programmers,"Assign, coordinate, and review work and activities of programming personnel.",cbede946-9cc8-4573-841c-9f4dd33f3d83,2025/3/15,Expert,1,2,2,2,2,False,False,False,False,False,False,1,4,3,4,1,False,False,False,False,False,False,False,FALSE,FALSE,Male,White,86K-165K,26,Bachelor’s Degree,6-10 years,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Monthly,Weekly,Weekly,Weekly,Daily,Prolific
21049,Computer Programmers,Develop Web sites.,cbede946-9cc8-4573-841c-9f4dd33f3d83,2025/3/15,Expert,1,1,1,1,1,False,False,False,False,False,False,1,1,2,3,1,False,False,False,False,False,False,False,FALSE,FALSE,Male,White,86K-165K,26,Bachelor’s Degree,6-10 years,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Monthly,Weekly,Weekly,Weekly,Daily,Prolific
1282,Computer User Support Specialists,Answer user inquiries regarding computer software or hardware operation to resolve problems.,f2ff57da-39b3-49c7-a119-0dfcd1a6aa98,2025/3/19,Average,2,4,5,3,5,False,False,False,False,False,False,4,5,5,5,4,True,True,True,True,True,True,True,FALSE,,Male,White,0-30K,22,Bachelor’s Degree,1-2 year,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,,Republican,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Monthly,Daily,Prolific
1290,Computer User Support Specialists,"Develop training materials and procedures, or train users in the proper use of hardware or software.",f2ff57da-39b3-49c7-a119-0dfcd1a6aa98,2025/3/19,Average,2,2,4,2,5,False,False,False,False,False,False,4,3,2,2,4,True,True,True,True,True,True,True,FALSE,,Male,White,0-30K,22,Bachelor’s Degree,1-2 year,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,,Republican,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Monthly,Daily,Prolific
1292,Computer User Support Specialists,"Prepare evaluations of software or hardware, and recommend improvements or upgrades.",f2ff57da-39b3-49c7-a119-0dfcd1a6aa98,2025/3/19,Average,3,2,5,2,5,True,False,True,False,False,True,4,3,5,4,4,True,True,True,True,True,True,True,,,Male,White,0-30K,22,Bachelor’s Degree,1-2 year,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,,Republican,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Monthly,Daily,Prolific
16152,Information Technology Project Managers,"Submit project deliverables, ensuring adherence to quality standards.",9829fdbf-4224-446f-8433-ad68a40d9baf,2025/3/19,Average,4,3,3,1,4,True,False,True,False,False,True,4,3,3,3,3,True,True,False,False,False,False,True,,,Male,White,209K-529K,40,Master’s Degree,More than 10 years,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Weekly,Daily,Daily,Daily,Prolific
16170,Information Technology Project Managers,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",9829fdbf-4224-446f-8433-ad68a40d9baf,2025/3/19,Expert,3,3,3,1,3,True,False,False,False,True,True,4,3,3,3,3,True,True,False,True,False,False,False,,,Male,White,209K-529K,40,Master’s Degree,More than 10 years,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Weekly,Daily,Daily,Daily,Prolific
16168,Information Technology Project Managers,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",9829fdbf-4224-446f-8433-ad68a40d9baf,2025/3/19,Average,3,4,3,3,2,True,True,False,True,True,False,4,3,3,3,4,False,False,True,True,True,True,True,,,Male,White,209K-529K,40,Master’s Degree,More than 10 years,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Weekly,Daily,Daily,Daily,Prolific
16157,Information Technology Project Managers,Monitor or track project milestones and deliverables.,1e95ad73-c199-48c4-b2d4-3819f3e5e4db,2025/3/19,Expert,5,2,3,1,2,True,True,True,False,False,True,4,4,4,4,3,False,True,True,True,False,True,False,,,Male,White,209K-529K,64,Master’s Degree,More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Weekly,Daily,Daily,Daily,Never,Never,Weekly,Prolific
16159,Information Technology Project Managers,"Initiate, review, or approve modifications to project plans.",1e95ad73-c199-48c4-b2d4-3819f3e5e4db,2025/3/19,Expert,5,1,3,1,1,True,True,True,False,False,False,1,3,2,3,2,False,False,False,False,False,False,False,,FALSE,Male,White,209K-529K,64,Master’s Degree,More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Weekly,Daily,Daily,Daily,Never,Never,Weekly,Prolific
16168,Information Technology Project Managers,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",1e95ad73-c199-48c4-b2d4-3819f3e5e4db,2025/3/19,Expert,5,1,2,1,1,True,True,True,False,False,True,1,1,1,2,1,False,False,False,False,False,False,False,,FALSE,Male,White,209K-529K,64,Master’s Degree,More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Weekly,Daily,Daily,Daily,Never,Never,Weekly,Prolific
16167,Information Technology Project Managers,"Assign duties, responsibilities, and spans of authority to project personnel.",1e95ad73-c199-48c4-b2d4-3819f3e5e4db,2025/3/19,Expert,2,3,4,2,2,False,False,False,False,False,False,1,3,2,2,2,False,False,False,False,False,False,False,FALSE,FALSE,Male,White,209K-529K,64,Master’s Degree,More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Weekly,Daily,Daily,Daily,Never,Never,Weekly,Prolific
16168,Information Technology Project Managers,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",4f4b2c03-168a-43c0-8feb-8e65c1b69772,2025/3/20,Expert,3,3,3,3,3,False,True,False,True,True,False,2,2,3,2,3,True,False,True,False,False,False,False,,,Female,Black,30-60K,32,Master’s Degree,3-5 years,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Daily,Weekly,Daily,Weekly,Weekly,Weekly,Daily,Daily,Prolific
1288,Computer User Support Specialists,"Read technical manuals, confer with users, or conduct computer diagnostics to investigate and resolve problems or to provide technical assistance and support.",f2ff57da-39b3-49c7-a119-0dfcd1a6aa98,2025/3/19,Average,3,3,4,2,5,True,False,True,False,False,True,4,4,4,4,4,True,True,True,True,True,True,True,,,Male,White,0-30K,22,Bachelor’s Degree,1-2 year,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,,Republican,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Monthly,Daily,Prolific
1283,Computer User Support Specialists,Enter commands and observe system functioning to verify correct operations and detect errors.,f2ff57da-39b3-49c7-a119-0dfcd1a6aa98,2025/3/19,Average,3,2,4,2,5,True,False,True,False,False,True,3,3,5,5,3,True,True,True,True,True,True,True,,,Male,White,0-30K,22,Bachelor’s Degree,1-2 year,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,,Republican,I use them regularly.,"Yes, I have used them occasionally for specific tasks.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Monthly,Daily,Prolific
16159,Information Technology Project Managers,"Initiate, review, or approve modifications to project plans.",9829fdbf-4224-446f-8433-ad68a40d9baf,2025/3/19,Expert,3,4,4,1,4,True,True,True,False,False,False,4,4,3,3,3,True,False,False,False,True,True,False,,,Male,White,209K-529K,40,Master’s Degree,More than 10 years,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Weekly,Daily,Daily,Daily,Prolific
16151,Information Technology Project Managers,Perform risk assessments to develop response strategies.,9829fdbf-4224-446f-8433-ad68a40d9baf,2025/3/19,Expert,3,4,3,2,3,True,True,False,True,True,False,3,4,3,4,5,False,True,True,True,True,False,False,,,Male,White,209K-529K,40,Master’s Degree,More than 10 years,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Weekly,Daily,Daily,Daily,Prolific
16171,Information Technology Project Managers,Develop and manage work breakdown structure (WBS) of information technology projects.,9829fdbf-4224-446f-8433-ad68a40d9baf,2025/3/19,Expert,3,4,3,1,3,True,True,True,True,False,False,3,3,3,3,4,True,True,True,True,True,False,False,,,Male,White,209K-529K,40,Master’s Degree,More than 10 years,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Weekly,Daily,Daily,Daily,Prolific
16167,Information Technology Project Managers,"Assign duties, responsibilities, and spans of authority to project personnel.",9829fdbf-4224-446f-8433-ad68a40d9baf,2025/3/19,Average,3,4,3,1,4,True,True,True,True,False,False,4,4,3,3,4,True,True,True,True,True,False,False,,,Male,White,209K-529K,40,Master’s Degree,More than 10 years,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,,Republican,I use them regularly.,"Yes, I use them every day in my work.",Daily,Daily,Daily,Daily,Daily,Weekly,Daily,Daily,Daily,Prolific
16152,Information Technology Project Managers,"Submit project deliverables, ensuring adherence to quality standards.",1e95ad73-c199-48c4-b2d4-3819f3e5e4db,2025/3/19,Expert,1,2,4,2,3,False,False,False,False,False,False,1,3,2,4,3,False,True,True,False,True,False,False,FALSE,,Male,White,209K-529K,64,Master’s Degree,More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Weekly,Daily,Daily,Daily,Never,Never,Weekly,Prolific
16170,Information Technology Project Managers,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",1e95ad73-c199-48c4-b2d4-3819f3e5e4db,2025/3/19,Expert,3,1,2,1,2,True,False,True,False,False,False,2,4,2,3,3,False,True,True,True,False,False,False,,,Male,White,209K-529K,64,Master’s Degree,More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Weekly,Daily,Daily,Daily,Never,Never,Weekly,Prolific
16171,Information Technology Project Managers,Develop and manage work breakdown structure (WBS) of information technology projects.,1e95ad73-c199-48c4-b2d4-3819f3e5e4db,2025/3/19,Expert,5,1,1,5,1,True,True,False,False,False,False,1,1,2,1,2,False,False,False,False,False,False,False,,FALSE,Male,White,209K-529K,64,Master’s Degree,More than 10 years,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,,No political affliation,I use them regularly.,"Yes, I use them every day in my work.",Daily,Weekly,Weekly,Daily,Daily,Daily,Never,Never,Weekly,Prolific
16167,Information Technology Project Managers,"Assign duties, responsibilities, and spans of authority to project personnel.",8a9fb059-9f7e-4609-b589-e775355a1f53,2025/3/19,Novice,5,5,5,5,5,True,False,False,False,False,False,5,5,5,5,4,True,False,False,False,False,False,False,,,Female,White,30-60K,18,"Doctorate (e.g., PhD)",3-5 years,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,43228,Independent,I use them regularly.,"Yes, I use them every week in my work.",Daily,Daily,Daily,Daily,Daily,Daily,Daily,Weekly,Daily,Prolific
16152,Information Technology Project Managers,"Submit project deliverables, ensuring adherence to quality standards.",bfdd5f24-3bcd-416b-bccb-28b807111957,2025/3/18,Average,3,1,5,4,5,False,False,True,False,True,True,3,3,3,4,3,False,False,True,False,False,False,True,,,Female,White,86K-165K,35,Bachelor’s Degree,6-10 years,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,31805,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Never,Never,Never,Never,Never,Never,Never,Never,Never,Prolific
16159,Information Technology Project Managers,"Initiate, review, or approve modifications to project plans.",bfdd5f24-3bcd-416b-bccb-28b807111957,2025/3/18,Average,3,1,4,3,2,False,True,False,True,False,False,1,2,2,2,2,False,False,False,False,False,False,False,,FALSE,Female,White,86K-165K,35,Bachelor’s Degree,6-10 years,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,31805,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Never,Never,Never,Never,Never,Never,Never,Never,Never,Prolific
16170,Information Technology Project Managers,"Develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",bfdd5f24-3bcd-416b-bccb-28b807111957,2025/3/18,Average,4,4,5,4,4,True,False,True,False,False,True,3,3,4,4,4,False,True,True,False,False,True,True,,,Female,White,86K-165K,35,Bachelor’s Degree,6-10 years,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,31805,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Never,Never,Never,Never,Never,Never,Never,Never,Never,Prolific
16151,Information Technology Project Managers,Perform risk assessments to develop response strategies.,bfdd5f24-3bcd-416b-bccb-28b807111957,2025/3/18,Average,2,2,3,2,3,False,False,False,False,False,False,2,3,2,3,2,False,False,False,False,False,False,False,FALSE,FALSE,Female,White,86K-165K,35,Bachelor’s Degree,6-10 years,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,31805,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Never,Never,Never,Never,Never,Never,Never,Never,Never,Prolific
16168,Information Technology Project Managers,"Prepare project status reports by collecting, analyzing, and summarizing information and trends.",bfdd5f24-3bcd-416b-bccb-28b807111957,2025/3/18,Average,2,3,3,2,3,False,False,False,False,False,False,3,2,3,4,3,True,True,True,False,False,False,True,FALSE,,Female,White,86K-165K,35,Bachelor’s Degree,6-10 years,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,31805,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Never,Never,Never,Never,Never,Never,Never,Never,Never,Prolific
16171,Information Technology Project Managers,Develop and manage work breakdown structure (WBS) of information technology projects.,bfdd5f24-3bcd-416b-bccb-28b807111957,2025/3/18,Average,2,3,4,3,5,False,False,False,False,False,False,2,3,2,3,2,False,False,False,False,False,False,False,FALSE,FALSE,Female,White,86K-165K,35,Bachelor’s Degree,6-10 years,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,31805,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Never,Never,Never,Never,Never,Never,Never,Never,Never,Prolific
1273,Computer Programmers,"Write, analyze, review, and rewrite programs, using workflow chart and diagram, and applying knowledge of computer capabilities, subject matter, and symbolic logic.",1a7a80e8-b013-402e-a73b-c3e3366458d9,2025/3/19,Expert,3,3,3,3,3,True,False,False,False,False,False,3,3,3,3,3,False,False,False,False,False,False,False,,,Male,White,60-86K,38,Master’s Degree,3-5 years,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,74015,Independent,I use them regularly.,"Yes, I use them every day in my work.",Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Prolific
1267,Computer Programmers,Correct errors by making appropriate changes and rechecking the program to ensure that the desired results are produced.,1a7a80e8-b013-402e-a73b-c3e3366458d9,2025/3/19,Expert,3,3,3,3,3,True,False,False,False,False,False,3,3,3,3,3,True,False,False,False,False,False,False,,,Male,White,60-86K,38,Master’s Degree,3-5 years,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,74015,Independent,I use them regularly.,"Yes, I use them every day in my work.",Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Prolific
1272,Computer Programmers,"Perform or direct revision, repair, or expansion of existing programs to increase operating efficiency or adapt to new requirements.",1a7a80e8-b013-402e-a73b-c3e3366458d9,2025/3/19,Expert,3,3,3,3,3,True,False,False,False,False,False,3,3,3,3,3,True,False,False,False,False,False,False,,,Male,White,60-86K,38,Master’s Degree,3-5 years,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,74015,Independent,I use them regularly.,"Yes, I use them every day in my work.",Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Prolific
1277,Computer Programmers,Perform systems analysis and programming tasks to maintain and control the use of computer systems software as a systems programmer.,1a7a80e8-b013-402e-a73b-c3e3366458d9,2025/3/19,Expert,3,3,3,3,3,True,False,False,False,False,False,3,3,3,3,3,True,False,False,False,False,False,False,,,Male,White,60-86K,38,Master’s Degree,3-5 years,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,74015,Independent,I use them regularly.,"Yes, I use them every day in my work.",Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Monthly,Prolific
1282,Computer User Support Specialists,Answer user inquiries regarding computer software or hardware operation to resolve problems.,6cde05a1-0824-4cb6-88e8-df0e1e7d0795,2025/3/19,Novice,3,1,4,3,5,True,False,False,False,False,False,1,3,1,2,3,False,False,True,True,False,False,False,,,Male,White,Prefer not to say,41,Associate Degree,1-2 year,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,,Libertarian,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Monthly,Monthly,Daily,Weekly,Weekly,Monthly,Monthly,Daily,Prolific
1285,Computer User Support Specialists,Oversee the daily performance of computer systems.,6cde05a1-0824-4cb6-88e8-df0e1e7d0795,2025/3/19,Average,3,4,4,3,4,True,False,True,False,False,False,1,2,2,2,3,False,True,False,True,False,False,False,,,Male,White,Prefer not to say,41,Associate Degree,1-2 year,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,,Libertarian,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Monthly,Monthly,Daily,Weekly,Weekly,Monthly,Monthly,Daily,Prolific
1288,Computer User Support Specialists,"Read technical manuals, confer with users, or conduct computer diagnostics to investigate and resolve problems or to provide technical assistance and support.",6cde05a1-0824-4cb6-88e8-df0e1e7d0795,2025/3/19,Average,4,2,4,1,2,False,True,True,False,False,False,1,3,3,2,2,False,False,False,False,False,False,False,,FALSE,Male,White,Prefer not to say,41,Associate Degree,1-2 year,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,,Libertarian,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Monthly,Monthly,Daily,Weekly,Weekly,Monthly,Monthly,Daily,Prolific
1290,Computer User Support Specialists,"Develop training materials and procedures, or train users in the proper use of hardware or software.",6cde05a1-0824-4cb6-88e8-df0e1e7d0795,2025/3/19,Average,2,2,4,3,4,False,False,False,False,False,False,1,3,2,2,3,False,True,True,True,False,False,False,FALSE,,Male,White,Prefer not to say,41,Associate Degree,1-2 year,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,,Libertarian,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Monthly,Monthly,Daily,Weekly,Weekly,Monthly,Monthly,Daily,Prolific
1283,Computer User Support Specialists,Enter commands and observe system functioning to verify correct operations and detect errors.,6cde05a1-0824-4cb6-88e8-df0e1e7d0795,2025/3/19,Novice,3,1,3,3,3,False,True,True,False,False,False,1,1,2,3,2,False,False,False,False,False,False,False,,FALSE,Male,White,Prefer not to say,41,Associate Degree,1-2 year,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,,Libertarian,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Monthly,Monthly,Daily,Weekly,Weekly,Monthly,Monthly,Daily,Prolific
1287,Computer User Support Specialists,"Maintain records of daily data communication transactions, problems and remedial actions taken, or installation activities.",6cde05a1-0824-4cb6-88e8-df0e1e7d0795,2025/3/19,Average,5,2,4,3,1,False,True,False,True,False,False,1,1,1,2,1,False,False,False,False,False,False,False,,FALSE,Male,White,Prefer not to say,41,Associate Degree,1-2 year,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,,Libertarian,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Monthly,Monthly,Daily,Weekly,Weekly,Monthly,Monthly,Daily,Prolific
1292,Computer User Support Specialists,"Prepare evaluations of software or hardware, and recommend improvements or upgrades.",6cde05a1-0824-4cb6-88e8-df0e1e7d0795,2025/3/19,Average,4,1,4,3,2,False,True,False,False,False,False,1,4,2,3,3,False,True,True,True,False,False,False,,,Male,White,Prefer not to say,41,Associate Degree,1-2 year,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,,Libertarian,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Monthly,Monthly,Daily,Weekly,Weekly,Monthly,Monthly,Daily,Prolific
1275,Computer Programmers,"Investigate whether networks, workstations, the central processing unit of the system, or peripheral equipment are responding to a program's instructions.",40465d04-a0eb-44c4-8fe6-2b90e590d306,2025/4/6,Novice,1,1,1,1,1,False,False,False,False,False,False,1,1,1,1,5,False,False,False,False,False,False,False,FALSE,"NOTE: I have never done this task before, but the survey didnt let me continue without rating it since it was the only one avaliable. Please disregard my answers to all questions about ""Investigate whether networks, workstations, the central processing unit of the system, or peripheral equipment are responding to a program's instructions"" as they may impact the results of the survey ",Female,White,Prefer not to say,23,Master’s Degree,1-2 year,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,94087,Democrat,I use them regularly.,"Yes, I use them every day in my work.",Monthly,Monthly,Monthly,Daily,Never,Weekly,Daily,Never,Daily,WoM
1267,Computer Programmers,Correct errors by making appropriate changes and rechecking the program to ensure that the desired results are produced.,22f104fa-6d65-4c35-942d-1ce2314bd51e,2025/3/21,Expert,3,1,3,2,4,True,True,False,False,False,False,3,3,4,3,3,False,True,False,True,False,False,False,,,Male,Black,0-30K,21,Bachelor’s Degree,1-2 year,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,,Prefer not to answer,I use them regularly.,"Yes, I use them every day in my work.",Weekly,Daily,Daily,Weekly,Monthly,Never,Daily,Weekly,Weekly,Prolific
